Artist,Song Title,Album,Year,Top topic,Second topic,third topic,fourth topic,fifth topic
Tupac,International,Pac's Life,2006,storytelling,society,life,biology,music
Tupac,Letter 2 My Unborn,Until The End Of Time (Disc One),2001,storytelling,society,life,biology,music
Busta Rhymes,This Means War!!,Extinction Level Event,1998,society,storytelling,life,biology,music
Busta Rhymes,The Body Rock,When Disaster Strikes,1997,society,storytelling,life,biology,music
Coolio,Sunshine,El Cool Magnifico,2002,society,storytelling,life,biology,music
Coolio,Smilin',Gangsta's Paradise,1995,society,storytelling,life,biology,music
De La Soul,My Writes,Art Official Intelligence: Mosaic Thump,2000,society,storytelling,life,biology,music
De La Soul,Set The Mood,Art Official Intelligence: Mosaic Thump,2000,society,storytelling,life,biology,music
De La Soul,View,Art Official Intelligence: Mosaic Thump,2000,society,storytelling,life,biology,music
Drake,Comeback Season,Comeback Season,2007,society,storytelling,life,biology,music
Drake,Come Winter,Room For Improvement,2006,society,storytelling,life,biology,music
Eminem,Must Be The Ganja,Relapse,2009,society,storytelling,life,biology,music
Eminem,Die Alone,Shady XV,2014,society,storytelling,life,biology,music
Eminem,So Far,The Marshall Mathers LP 2,2013,society,storytelling,life,biology,music
Eminem,So Far,The Marshall Mathers LP 2,2013,society,storytelling,life,biology,music
Jay-Z,American Dreamin',American Gangster,2007,society,storytelling,life,biology,music
Jay-Z,Justify My Thug,The Black Album,2003,society,storytelling,life,biology,music
Lil Wayne,Levels,Dedication 5,2013,society,storytelling,life,biology,music
Lil Wayne,Love Me Or Hate Me,The Leak,2007,society,storytelling,life,biology,music
Outkast,13th FloorGrowing Old,ATLiens,1996,society,storytelling,life,biology,music
Public Enemy,Public Enemy Apocalypse 91 The Enemy Strikes Black Can't Truss I,Apocalypse 91... The Enemy Strikes Black,1991,society,storytelling,life,biology,music
Run-DMC,Run-DMC Run-DMC 30 Days,Run-D.M.C.,1984,society,storytelling,life,biology,music
Tupac,I Get Around,Greatest Hits,1998,society,storytelling,life,biology,music
Tupac,Tupac Strictly 4 My NIGGAZ I Get Around,Strictly 4 My N.I.G.G.A.Z.,1993,society,storytelling,life,biology,music
Wu-Tang Clan,Wu-Tang Clan Dreddy Kruger Presents Think Differently Music: Wu-tang Meets The Indie Culture Still Grimey,Dreddy Kruger Presents... Think Differently Music: Wu-tang Meets The Indie Culture,2005,society,storytelling,life,biology,music
Eric B & Rakim,As The Rhyme Goes On,Paid In Full,1987,society,life,meanings,biology,music
Drake,Fake Love,More Life,2017,society,biology,music,biology,music
Busta Rhymes,Shaheem Reid Speaks (Skit),Catastrophic 2,2014,society,music,music,biology,music
The Notorius BIG,BIG Live In Jamaica (Intro),Duets: The Final Chapter,2005,life,society,music,biology,music
Lil Wayne,Get Smoked,Dedication 4,2012,religion,society,music,biology,music
Busta Rhymes,Busta Rhymes Back On My BS Wheel Of Fortune,Back On My B.S.,2009,storytelling,society,music,biology,music
Eminem,Music Bo,Relapse: Refill,2009,storytelling,society,music,biology,music
LL Cool J,Closer,Authentic,2013,storytelling,society,music,biology,music
LL Cool J,It Gets No Rougher,Walking With The Panther,1989,storytelling,society,music,biology,music
Wu-Tang Clan,Shame On A Nigga,Enter The Wu-Tang (36 Chambers),1993,storytelling,society,music,biology,music
2 Live Crew,Dirty Nursery Rhymes,As Nasty as They Wanna Be,1989,life,storytelling,music,biology,music
A Tribe Called Quest,Start It Up,The Love Movement,1998,society,storytelling,music,biology,music
Busta Rhymes,Busta Rhymes It Ain't Safe No More Hop,It Ain't Safe No More...,2002,society,storytelling,music,biology,music
Eminem,Never Enough,Encore,2004,society,storytelling,music,biology,music
Kendrick Lamar,Ignorance Is Bliss,Overly Dedicated,2010,society,storytelling,music,biology,music
Lil Wayne,Loud Pipes,Tha Block Is Hot,1999,society,storytelling,music,biology,music
Outkast,Outkast Speakerboxxx  The Love Below Interlude,Speakerboxxx / The Love Below,2003,society,storytelling,music,biology,music
Public Enemy,What Side You On?,Muse Sick-N-Hour Mess Age,1994,society,storytelling,music,biology,music
Snoop Dogg,Like This,Tha Blue Carpet Treatment,2006,society,storytelling,music,biology,music
Public Enemy,The Evil Empire Of,The Evil Empire Of Everything,2012,society,politics,politics,biology,music
Busta Rhymes,Catastrophe,Catastrophic,2012,society,music,religion,biology,music
Busta Rhymes,Things We Be Doin' For Money (Part One),When Disaster Strikes,1997,life,society,religion,biology,music
Eminem,Cold Wind Blows,Recovery,2010,storytelling,society,religion,biology,music
De La Soul,We Made I,First Serve,2012,society,storytelling,religion,biology,music
Nas,As We Enter,Distant Relatives,2010,society,storytelling,religion,biology,music
Wu-Tang Clan,One Of These Days (1),Iron Flag,2001,society,storytelling,religion,biology,music
Wu-Tang Clan,One Of These Days,Iron Flag,2001,society,storytelling,religion,biology,music
Drake,With You,Views,2016,society,storytelling,revolution,biology,music
Wu-Tang Clan,Radioactive (Four Assassins),Iron Flag,2001,life,geography,society,biology,music
Snoop Dogg,Whateva U Do,Ego Trippin',2008,music,life,society,biology,music
Public Enemy,RLTK,Most Of My Heroes Still Don't Appear On No Stamp,2012,society,life,society,biology,music
Grand Master Flash,The Message,The Message,1982,storytelling,life,society,biology,music
Ice Cube,Too West Coas,I Am The West,2010,storytelling,life,society,biology,music
Lil Wayne,It's Time To Give Me Mine,The Drought Is Over Part 4,2007,storytelling,life,society,biology,music
Wu-Tang Clan,To The Rescue,Wu-Chronicles: Chapter II,2001,storytelling,life,society,biology,music
Lil Wayne,Fortune Teller (Interlude),Dedication 5,2013,life,music,society,biology,music
Busta Rhymes,Scenario (7 Mc's Mix),The Abstract And The Dragon,2014,storytelling,music,society,biology,music
Snoop Dogg,You're Gonna Luv Me,More Malice,2010,storytelling,music,society,biology,music
"Tyler, the Creator",FIND YOUR WINGS,Cherry Bomb,2015,biology,storytelling,society,biology,music
Jay-Z,Blueprint (Momma Loves Me),The Blueprint,2001,life,storytelling,society,biology,music
Run-DMC,Kick The Frama Lama Lama,Back From Hell,1990,life,storytelling,society,biology,music
De La Soul,A Roller Skating Jam Named &quot;Saturdays&quot;,De La Soul Is Dead,1991,religion,storytelling,society,biology,music
Kendrick Lamar,Kendrick Lamar Good Kid: MAAD City The Recipe[Deluxe Edition Bonus Track],Good Kid: M.A.A.D City,2012,society,storytelling,society,biology,music
Busta Rhymes,Hail Mary,Catastrophic,2012,society,life,storytelling,biology,music
Drake,Think Good Thoughts,Comeback Season,2007,society,life,storytelling,biology,music
Drake,Paris Morton Music,Young Sweet Jones,2010,society,life,storytelling,biology,music
Ice Cube,Stand Tall,Raw Footage,2008,society,life,storytelling,biology,music
Jay-Z,Renegade,The Blueprint,2001,society,life,storytelling,biology,music
Kanye West,Homecoming,Graduation,2007,society,life,storytelling,biology,music
Kanye West,Gold Digger,Late Registration,2005,society,life,storytelling,biology,music
Lil Wayne,The Hills,No Ceilings 2,2015,society,life,storytelling,biology,music
Lil Wayne,One Way Trip,Rebirth,2010,society,life,storytelling,biology,music
Nas,Strong Will Continue,Distant Relatives,2010,society,life,storytelling,biology,music
Nas,I Can,God's Son,2002,society,life,storytelling,biology,music
Nas,One Mic,Stillmatic,2001,society,life,storytelling,biology,music
Outkast,Southernplayalisticadillacmuzik,Southernplayalisticadillacmuzik,1994,society,life,storytelling,biology,music
Slum Village,La La,"Trinity (Past, Present And Future)",2002,society,life,storytelling,biology,music
Slum Village,What Is This,"Trinity (Past, Present And Future)",2002,society,life,storytelling,biology,music
The Notorius BIG,Would You Die For Me,Born Again,1999,society,life,storytelling,biology,music
Tupac,Starin' Through My Rear View,Resurrection,2003,society,life,storytelling,biology,music
"Tyler, the Creator",Lone,Wolf,2013,society,life,storytelling,biology,music
De La Soul,Eye Patch,Buhloone Mind State,1993,society,music,storytelling,biology,music
Eminem,Things Get Worse,Straight From The Vault,2011,society,music,storytelling,biology,music
Snoop Dogg,(OJ) Wake Up,Tha Doggfather,1996,culture,society,storytelling,biology,music
Beastie Boys,Posse In Effec,Licensed To Ill,1986,life,society,storytelling,biology,music
Chance the Rapper,Brain Cells,10 Day,2012,life,society,storytelling,biology,music
Ice Cube,Roll All Day[movie &quot;Gone in 60 Seconds&quot;],In The Movies,2007,life,society,storytelling,biology,music
Ice Cube,Ghetto Bird,Lethal Injection,1993,life,society,storytelling,biology,music
Ice Cube,Ice Cube War &amp; Peace Vol 2: The Peace Disc Roll All Day,War &amp; Peace Vol. 2: The Peace Disc,2000,life,society,storytelling,biology,music
Kendrick Lamar,Kendrick Lamar Section80 Keisha's Song (Her Pain),Section.80,2011,life,society,storytelling,biology,music
Lil Wayne,"Lil Wayne Lil Weezy Ana, Vol1 Amen","Lil Weezy Ana, Vol.1",2006,life,society,storytelling,biology,music
Nas,Street Dreams,It Was Written,1996,life,society,storytelling,biology,music
Nas,Live Now,Street's Disciple,2004,life,society,storytelling,biology,music
Nas,My Way,The Lost Tapes,2002,life,society,storytelling,biology,music
Outkast,Elevators (DNP 86 mix),ATLiens,1996,life,society,storytelling,biology,music
Outkast,Elevators (Me &amp; You),ATLiens,1996,life,society,storytelling,biology,music
De La Soul,Plug Tunin' (Last Chance To Comprehend),3 Feet High And Rising,1989,society,society,storytelling,biology,music
MC Hammer,That's What I Said,Feel My Power,1987,society,society,storytelling,biology,music
MC Hammer,That's What I Said,Let's Get It Started,1988,society,society,storytelling,biology,music
LL Cool J,Phenomenon,Phenomenon,1997,storytelling,society,storytelling,biology,music
Ice Cube,I'm Only Out For One Thang,AmeriKKKa's Most Wanted,1990,life,storytelling,storytelling,biology,music
Drake,Cece's Interlude,Thank Me Later,2010,storytelling,society,biology,culture,music
Tupac,When We Ride On Our Enemies,Better Dayz,2002,society,storytelling,biology,culture,music
LL Cool J,Two Different Worlds,Walking With The Panther,1989,society,storytelling,culture,culture,music
Ice Cube,Your Money Or Your Life,I Am The West,2010,life,society,government,culture,music
2 Live Crew,2 Live Crew Banned in the USA Fuck Martinez,Banned in the U.S.A.,1990,religion,life,life,culture,music
De La Soul,Fanatic Of The B Word,De La Soul Is Dead,1991,storytelling,society,life,culture,music
Jay-Z,Some How Some Way,The Blueprint 2: The Gift &amp; The Curse,2002,storytelling,society,life,culture,music
Kendrick Lamar,Thanksgiving,Kendrick Lamar,2009,storytelling,society,life,culture,music
Public Enemy,Get It In,Most Of My Heroes Still Don't Appear On No Stamp,2012,storytelling,society,life,culture,music
Tupac,Hell 4 A Hustler (1),Still I Rise,1999,storytelling,society,life,culture,music
Tupac,Hell 4 A Hustler,Still I Rise,1999,storytelling,society,life,culture,music
Lil Wayne,What He Does,The Drought Is Over 2 (Carter 3 Sessions),2007,society,storytelling,life,culture,music
LL Cool J,LL Cool J GOAT (Greatest Of All Time) Farmers,G.O.A.T. (Greatest Of All Time),2000,society,storytelling,life,culture,music
Run-DMC,Proud To Be Black,Raising Hell,1986,society,storytelling,life,culture,music
Snoop Dogg,Chronic Break,Doggystyle,1993,music,storytelling,medicine,culture,music
LL Cool J,Back Sea,14 Shots To The Dome,1993,storytelling,society,music,culture,music
Lil Wayne,I Feel Like Dying,The Drought Is Over 2 (Carter 3 Sessions),2007,life,storytelling,music,culture,music
Chance the Rapper,Juke Juke,10 Day,2012,society,storytelling,music,culture,music
Lil Wayne,IDK,Sorry 4 The Wait,2011,society,storytelling,music,culture,music
LL Cool J,Come And Party With Me,Exit 13,2008,society,storytelling,music,culture,music
LL Cool J,Change Your Ways,Walking With The Panther,1989,society,storytelling,music,culture,music
Nas,Intro,Street's Disciple,2004,society,storytelling,music,culture,music
LL Cool J,Rub My Back,The DEFinition,2004,society,life,society,culture,music
A Tribe Called Quest,What?,The Low End Theory,1991,life,music,society,culture,music
Lil Wayne,Dedication 3,Dedication 3,2008,storytelling,music,society,culture,music
Jay-Z,Meet The Parents,The Blueprint 2: The Gift &amp; The Curse,2002,life,storytelling,society,culture,music
Outkast,Idlewild Blue (Don't Chu Worry 'Bout Me),Idlewild,2006,music,storytelling,society,culture,music
Jay-Z,Jigga What  Fain,Collision Course,2004,society,life,storytelling,culture,music
Slum Village,Reppin,Dirty Slums,2012,society,life,storytelling,culture,music
Busta Rhymes,Busta Rhymes It Ain't Safe No More Together,It Ain't Safe No More...,2002,society,music,storytelling,culture,music
Tupac,What'z Ya Phone #,All Eyez On Me,1996,society,music,storytelling,culture,music
Slum Village,Slum Village Fan-Tas-Tic Vol 1 Fantastic 3,Fan-Tas-Tic Vol 1.,2005,geography,society,storytelling,culture,music
Ice Cube,Dead Homiez,Kill At Will,1991,life,society,storytelling,culture,music
Ice Cube,She Couldn't Make It On Her Own,I Am The West,2010,society,storytelling,biology,geography,music
Drake,Share,Comeback Season,2007,society,life,culture,geography,music
Lil Wayne,Get It Shawty,The Drought Is Over 2 (Carter 3 Sessions),2007,storytelling,music,culture,geography,music
Snoop Dogg,Beat Up On Yo Pads,Tha Blue Carpet Treatment,2006,storytelling,culture,geography,geography,music
Kanye West,Diamonds From Sierra Leone,Late Registration,2005,storytelling,society,life,geography,music
Drake,Replacement Girl,Comeback Season,2007,society,storytelling,life,geography,music
Ice Cube,How To Survive In South Central[movie &quot;Boyz n the Hood&quot;],In The Movies,2007,society,storytelling,life,geography,music
Tupac,Still I Rise,Still I Rise,1999,society,storytelling,life,geography,music
De La Soul,Dave Has A Problem Seriously,Buhloone Mind State,1993,politics,society,music,geography,music
Kanye West,Diamonds From Sierra Leone (Remix),Late Registration,2005,storytelling,society,music,geography,music
Wu-Tang Clan,I Wish You Were Here,Wu-Tang Chamber Music,2009,storytelling,society,music,geography,music
Snoop Dogg,Boom,Doggumentary,2011,society,storytelling,music,geography,music
Snoop Dogg,LAX,Tha Blue Carpet Treatment,2006,storytelling,life,society,geography,music
The Notorius BIG,Fuck You Tonigh,Life After Death,1997,storytelling,music,society,geography,music
LL Cool J,Soul Suvivor,14 Shots To The Dome,1993,culture,storytelling,society,geography,music
Kanye West,Touch The Sky,Late Registration,2005,life,storytelling,society,geography,music
LL Cool J,Bartender Please,Authentic,2013,society,storytelling,society,geography,music
Snoop Dogg,Who Am I (What's My Name)?,Doggystyle,1993,war,war,society,geography,music
A Tribe Called Quest,Jam,Beats Rhymes and Life,1996,society,life,storytelling,geography,music
De La Soul,Buddy,3 Feet High And Rising,1989,society,music,storytelling,geography,music
LL Cool J,Born To Love You,chemistry,2002,life,society,storytelling,geography,music
A Tribe Called Quest,Vivrant Thing,The Anthology,1999,society,storytelling,storytelling,geography,music
Eminem,Shake Tha,Curtain Call,2005,society,storytelling,storytelling,geography,music
Eminem,Shake That (Remix),Eminem Presents The Re-Up,2006,society,storytelling,storytelling,geography,music
Drake,Try Harder,Room For Improvement,2006,society,life,biology,government,music
Public Enemy,Politics Of The Sneaker Pimps,He Got Game,1998,society,storytelling,biology,government,music
De La Soul,A Little Bit Of Soap,3 Feet High And Rising,1989,storytelling,life,chemistry,government,music
Lil Wayne,You Love Me I Hate You,Dedication 3,2008,society,music,government,government,music
Tupac,Lastoneslef,Until The End Of Time (Disc Two),2001,society,geography,life,government,music
Eric B & Rakim,Let The Rhythm Hit Em,Let The Rhythm Hit 'Em,1990,society,music,life,government,music
